Cost Center with existing transactions can not be converted to ledger,有交易的成本中心不能转化为总账,
Cost Centers,成本中心,
Cost Updated,成本更新,
Cost as on,成本上,
Cost of Delivered Items,出货物料成本,
Cost of Goods Sold,销货成本,
Cost of Issued Items,已发料物料成本,
Cost of New Purchase,新的采购成本,
Cost of Purchased Items,采购物料成本,
Cost of Scrapped Asset,报废资产成本,
Cost of Sold Asset,出售资产的成本,
Cost of various activities,各种活动的费用,
"Could not create Credit Note automatically, please uncheck 'Issue Credit Note' and submit again",无法自动创建Credit Note，请取消选中&#39;Issue Credit Note&#39;并再次提交,
Could not generate Secret,无法生成秘密,
Could not retrieve information for {0}.,无法检索{0}的信息。,
Could not solve criteria score function for {0}. Make sure the formula is valid.,无法解决{0}的标准分数函数。确保公式有效。,
Could not solve weighted score function. Make sure the formula is valid.,无法解决加权分数函数。确保公式有效。,
Could not submit some Salary Slips,无法提交一些薪资单,
"Could not update stock, invoice contains drop shipping item.",无法更新库存，费用清单包含由供应商交货（直接发运）项目。,
Country wise default Address Templates,国家的默认地址模板,
Course,课程,
Course Code: ,课程编号：,
Course Enrollment {0} does not exists,课程注册{0}不存在,
Course Schedule,课程表,
Course: ,课程：,
Cr,信用,
Create,创建,
Create BOM,创建BOM,
Create Delivery Trip,建立销售出货配送路线安排,
Create Disbursement Entry,创建支付条目,
Create Employee,创建员工,
Create Employee Records,建立员工档案,
"Create Employee records to manage leaves, expense claims and payroll",建立员工档案管理叶，报销和工资,
Create Fee Schedule,创建收费表,
Create Fees,创造费用,
Create Inter Company Journal Entry,创建国际公司日记帐分录,
Create Invoice,创建发票,
Create Invoices,创建发票,
Create Job Card,创建工作卡,
Create Journal Entry,创建日记帐分录,
Create Lead,创造领导力,
Create Leads,建立潜在客户,
Create Maintenance Visit,创建维护访问,
Create Material Request,创建物料申请,
Create Multiple,创建多个,
Create Opening Sales and Purchase Invoices,创建开仓销售和采购发票,
Create Payment Entries,创建付款条目,
Create Payment Entry,创建付款条目,
Create Print Format,创建打印格式,
Create Purchase Order,创建采购订单,
Create Purchase Orders,创建采购订单,
Create Quotation,创建报价,
Create Salary Slip,建立工资单,
Create Salary Slips,创建工资单,
Create Sales Invoice,创建销售发票,
Create Sales Order,创建销售订单,
Create Sales Orders to help you plan your work and deliver on-time,创建销售订单以帮助您规划工作并按时交付,
Create Sample Retention Stock Entry,创建样本保留库存条目,
Create Student,创建学生,
Create Student Batch,创建学生批处理,
Create Student Groups,创建学生组,
Create Supplier Quotation,创建供应商报价,
Create Tax Template,创建税务模板,
Create Timesheet,创建时间表,
Create User,创建用户,
Create Users,创建用户,
Create Variant,创建变体,
Create Variants,创建变体,
"Create and manage daily, weekly and monthly email digests.",创建和管理每日，每周和每月的電郵地址摘要。,
Create customer quotes,创建客户报价,
Create rules to restrict transactions based on values.,创建规则，根据属性值来限制交易。,
Created {0} scorecards for {1} between: ,为{1}创建{0}记分卡：,
Creating Company and Importing Chart of Accounts,创建公司并导入会计科目表,
Creating Fees,创造费用,
Creating Payment Entries......,创建支付条目......,
Creating Salary Slips...,创建工资单......,
Creating student groups,创建学生组,
Creating {0} Invoice,创建{0}费用清单,
Credit,贷方,
Credit ({0}),信用（{0}）,
Credit Account,贷方科目,
Credit Balance,贷方余额,
Credit Card,信用卡,
Credit Days cannot be a negative number,信用日不能是负数,
Credit Limit,信用额度,
Credit Note,换货凭单,
Credit Note Amount,换货凭单金额,
Credit Note Issued,换货凭单已发出,
Credit Note {0} has been created automatically,换货凭单{0}已自动创建,
Credit limit has been crossed for customer {0} ({1}/{2}),客户{0}（{1} / {2}）的信用额度已超过,
Creditors,债权人,
Criteria weights must add up to 100%,标准重量必须达100％,
Crop Cycle,作物周期,
Crops & Lands,作物和土地,
Currency Exchange must be applicable for Buying or for Selling.,外币汇率必须适用于买入或卖出。,
Currency can not be changed after making entries using some other currency,货币不能使用其他货币进行输入后更改,
Currency exchange rate master.,货币汇率主数据,
Currency for {0} must be {1},货币{0}必须{1},
Currency is required for Price List {0},价格清单{0}需要设定货币,
Currency of the Closing Account must be {0},在关闭科目的货币必须是{0},
Currency of the price list {0} must be {1} or {2},价格清单{0}的货币必须是{1}或{2},
Currency should be same as Price List Currency: {0},货币应与价格清单货币相同：{0},
Current,当前,
Current Assets,流动资产,
Current BOM and New BOM can not be same,当前BOM和新BOM不能相同,
Current Job Openings,当前职位空缺,
Current Liabilities,流动负债,
Current Qty,目前数量,
Current invoice {0} is missing,当前费用清单{0}缺失,
Custom HTML,自定义HTML,
Custom?,自定义？,
Customer,客户,
Customer Addresses And Contacts,客户的地址和联系方式,
Customer Contact,客户联系,
Customer Database.,客户数据库。,
Customer Group,客户群组,
Customer LPO,客户采购订单号,
Customer LPO No.,客户采购订单号,
Customer Name,客户名称,
Customer POS Id,客户POS ID,
Customer Service,顾客服务,
Customer and Supplier,客户和供应商,
Customer is required,客户是必须项,
Customer isn't enrolled in any Loyalty Program,客户未加入任何忠诚度计划,
Customer required for 'Customerwise Discount',”客户折扣“需要指定客户,
Customer {0} does not belong to project {1},客户{0}不属于项目{1},
Customer {0} is created.,客户{0}已创建。,
Customers in Queue,在排队的客户,
Customize Homepage Sections,自定义主页部分,
Customizing Forms,自定义表单,
Daily Project Summary for {0},{0}的每日项目摘要,
Daily Reminders,每日提醒,
Daily Work Summary,每日工作总结,
Daily Work Summary Group,每日工作总结组,
Data Import and Export,数据导入和导出,
Data Import and Settings,数据导入和设置,
Database of potential customers.,潜在客户数据库。,
Date Format,日期格式,
Date Of Retirement must be greater than Date of Joining,退休日期必须大于入职日期,
Date is repeated,日期重复,
Date of Birth,出生日期,
Date of Birth cannot be greater than today.,出生日期不能大于今天。,
Date of Commencement should be greater than Date of Incorporation,开始日期应大于公司注册日期,
Date of Joining,入职日期,
Date of Joining must be greater than Date of Birth,入职日期必须大于出生日期,
Date of Transaction,交易日期,
Datetime,时间日期,
Day,天,
Debit,借方,
Debit ({0}),借记卡（{0}）,
Debit A/C Number,借记A / C号码,
Debit Account,借方科目,
Debit Note,借项通知单,
Debit Note Amount,借项金额,
Debit Note Issued,借项通知已发送,
Debit To is required,借记是必需的,
Debit and Credit not equal for {0} #{1}. Difference is {2}.,借贷{0}＃不等于{1}。不同的是{2}。,
Debtors,债务人,
Debtors ({0}),债务人（{0}）,
Declare Lost,宣布失去,
Deduction,扣除,
Default Activity Cost exists for Activity Type - {0},默认情况下存在的活动类型的作业成本活动类型 -  {0},
Default BOM ({0}) must be active for this item or its template,该物料或其模板物料的默认物料清单状态必须是激活的,
Default BOM for {0} not found,默认BOM {0}未找到,
Default BOM not found for Item {0} and Project {1},找不到物料{0}和项目{1}的默认BOM,
Default Letter Head,默认信头,
Default Tax Template,默认税收模板,
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,因为该物料已经有使用别的计量单位的交易记录存在了，不再允许直接修改其默认单位{0}了。如果需要请创建一个新物料，以使用不同的默认计量单位。,
Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',物料变体的默认单位“{0}”必须与模板默认单位一致“{1}”,
Default settings for buying transactions.,采购业务的默认设置。,
Default settings for selling transactions.,销售业务的默认设置。,
Default tax templates for sales and purchase are created.,销售和采购的默认税收模板被创建。,
Defaults,默认,
Defense,Defense,
Define Project type.,定义项目类型。,
Define budget for a financial year.,定义预算财务年度。,
Define various loan types,定义不同的贷款类型,
Del,删除,
Delay in payment (Days),延迟支付（天）,
Delete all the Transactions for this Company,删除所有交易本公司,
Deletion is not permitted for country {0},国家{0}不允许删除,
Delivered,已交付,
Delivered Amount,已交付金额,
Delivered Qty,已交付数量,
Delivered: {0},交货：{0},
Delivery,交货,
Delivery Date,交货日期,
Delivery Note,销售出货,
Delivery Note {0} is not submitted,销售出货单{0}未提交,
Delivery Note {0} must not be submitted,销售出货单{0}不应该被提交,
Delivery Notes {0} must be cancelled before cancelling this Sales Order,取消这个销售订单之前必须取消销售出货单{0},
Delivery Notes {0} updated,已更新交货单{0},
Delivery Status,交货状态,
Delivery Trip,销售出货配送路线安排,
Delivery warehouse required for stock item {0},物料{0}为库存管理物料，且在主数据中未定义默认仓库，请在销售订单行填写出货仓库信息,
Department,部门,
Department Stores,百货,
Depreciation,折旧,
Depreciation Amount,折旧额,
Depreciation Amount during the period,期间折旧额,
Depreciation Date,折旧日期,
Depreciation Eliminated due to disposal of assets,折旧淘汰因处置资产,
